Comment,Forum
"睇完呢段新聞,相信大家會明白黃屍躝出嚟反修例嘅原因喇。",Discuss
為何毒果會報？,Discuss
會唔會係屈鳩警察之後去左台灣嗰條❌女？,Discuss
黃絲連天使都唔放過👎🏻,Discuss
"我賭日本總公司會炒曬香港領導層。 黃人打TVB結果打死自己。

寶礦力完全無誠意

強烈要求以下五大訴求
1. 撤回昨日言論
2. CEO下台
3. 與黃人說不
4. 取消贊助遊行
5. 同TVB道歉

一人一句Facebook炸佢",Discuss
柒出國際,Discuss
成班垃圾廢青撚毒暴徒 唔死都冇撚用,Discuss
"寶礦力支持港獨 原來係咁
香港討論區 也容許在這裡宣傳港獨",Discuss
我諗未必係最高層既決定， 可能只係一d公關職員自把自為...,Discuss
玩 L 完,Discuss
黃人諗住出封野出來打飛機，結果打死咗自己😂,Discuss
公關有權抽起公司廣告,Discuss
再见拜拜……,Discuss
"愛國之人 本來就不會飲 日本狗狗 寶礦力
必飲非常可乐 哇哈哈 汇源 健力宝 加多宝 蒙牛",Discuss
快撚d死出去,Discuss
"罷飲寶礦力從我開始, 撐暴徒的公司一律不支持!",Discuss
"同意
如不在香港CCTVB广告
就代表不爱党拥党
全也要封杀",Discuss
"上㓇傷風素翻版,香港分公司請人真係要小心!",Discuss
"無事無幹，呢d係公關自己搞..., 但而家搞大了， 真係要睇高層點收科...",Discuss
好~ 就是這樣子才行,Discuss
爱党就爱TVB,Discuss
"記得呢d事間唔中有發生..., 不過邊間就唔係好記得...
公司高層， 點都唔會搵公司利益咁搞...
今次都係公關災難...",Discuss
好囉 終於到劣質山寨品發圍🤣,Discuss
口說愛國 卻飲下日本飲料,Discuss
當然唔係，Marketing同PR係兩個部門！,Discuss
估計是民主黨同寶礦力有仇， 堅靠害！,Discuss
"兩邊都有似紅衛兵
非我族類，一切禁絕
大XX快餐，都日話又杯葛夜又話杯葛
咪一樣咁多人幫襯",Discuss
好囉 終於到山寨寶礦力發圍🤣,Discuss
我估佢地係最努力杯葛的,Discuss
迫寶礦力logo轉黃色lo,Discuss
一早冇買佢又貴容量有少,Discuss
你睇睇股價先,Discuss
寶礦力弄巧成拙，到最後一定香港和內地市場都失去。,Discuss
即係咁，黃人卑鄙賤格，佢地最緊要有飛機打，話鳩之你寶礦力最後仆街。,Discuss
從今日開始，完全罷買。,Discuss
仲有王老吉。,Discuss
即炒 公司再發公開信道歉,Discuss
黃絲只係靠大聲，高調，嘩眾取寵，並不代表真係人數多，咪真係信個所謂200萬，靠錯邊站，計埋大陸市場條數，如果都唔識揀，點做高層仲要做決策,Discuss
哈哈哈哈哈雖然大陸有D網民成日都係度閙呢個閙果個，但係係愛國呢個方面真係無得輸,Discuss
多返人幫襯是由於廣告已不再出現杜汶賊。,Discuss
"香港呢邊黃人網軍畀到盡都係二百萬+1人, 都未夠大陸嗰邊網軍的一個小數點, 大陸網軍今日只係開始.",Discuss
總公司即刻跪地求饒，冇d骨氣😂😂😂😂😂,Discuss
中國內地人較有良知較有正義感的較多,Discuss
香港寶礦力有200百零1個飲家，點會志在14億飲家巿場，自由西喎，一唔西點叫自由西。,Discuss
香港地自由社會，你有你唔落，我有我唔買，好合理,Discuss
自由論壇,Discuss
等睇寶礦力香港認錯跪低，膠層人頭落地。,Discuss
"第一，要抵制都應該先抵制美國貨先，侵侵同中國打緊貿易戰，咪一樣咁多人買NIKE, 第二，而家中日本友好，佢地咁違擴聖旨，立即人頭落地。",Discuss
支持抵制寶礦力。,Discuss
要10幾億人市場定幾百萬人市場,Discuss
笑L死，等睇會唔會收回道歉。,Discuss
寶礦力要拍番套，反暴徒，支持警察廣告,Discuss
膠,Discuss
暴徒話唔驚，香港保無力已經被佢哋買到斷市啦，生意勁升賺咗好多呀！,Discuss
有趣👍🏻,Discuss
以後唔買，聽執笠,Discuss
好，以後飲青賭,Discuss
但如果係高層管唔住，高層都要孭鑊,Discuss
支持,Discuss
建議立法每天必須看CCTVB 最好寫埋入基本法,Discuss
寶礦力香港分部是咎由自取，將此飲品推落污穢的政治深淵！,Discuss
大力支持！,Discuss
14億市場，誰大誰正確,Discuss
黃人們專做啲無腦小學雞行為，柒完當睇唔到,Discuss
改飲屎水吧，5毛反日、限韓、抵美， 邊次晤係得3分鐘？黨一轉訊號，班5毛即餓狗搶屎去掃人d貨,Discuss
所謂中國網友係班社會失敗者組成，目的都係刷存在感，覺得封殺或罷賣係一種強大能力表現,Discuss
"寶礦力討好了2佰萬零1香港人, 卻同時得罪了近14億的中國人, 不知這寶礦力如何收科。",Discuss
傻仔PR 將自己捲入政治 旋渦,Discuss
本身寶礦力大6銷情好？,Discuss
是自己申請的就……,Discuss
阿中國網民咪唔好飲囉，還掂中國買到的都應該唔係寶礦力🤣🤣🤣,Discuss
愛國就必飲國產飲品? 言下之意 你都唔愛港喎 咁你飲D乜野呀???,Discuss
可以搵個OA 出嚟孭鑊，炒左多半唔會炒錯。,Discuss
抽起廣告咁大件事唔係低級職員可以決定,Discuss
又係台灣搞挑撥離間！,Discuss
心疼日本寶礦力， 黃絲藍絲都不能得罪， 说什麼都錯的。,Discuss
公器私用。炒！,Discuss
香港高層只望到眼前香港marketing 沒想到會影響大6,Discuss
好7 我幾年無飲 黎緊都唔會飲,Discuss
"其實商品攪乜9政治
收皮都唔知咩樹",Discuss
山寨野假假地都made in china 話知佢坑渠水溝糖水 係中國人就要支持,Discuss
抵制好似係由香港發起先,Discuss
咁咪好囉，揹鑊嘅小黃人被炒魷後，大把時間去全港18區搞文革式示威欺凌婦孺,Discuss
"唔出聲就最好 黃藍一樣派 相同優惠 相同對待 冇人會話佢錯
但一出聲就真係超級大傻西了 佢要死 唔通唔俾佢死咩 咁撚蠢",Discuss
"用“反送中”呢個命題，即係同大陸過唔去，而唔係單單至針對TVB
寶礦力香港代理咁七蠢，日本唔換咗個代理只會繼續玩9自己",Discuss
"笑能死我。。。寳礦力香港可以食得屎。
我又睇下幾時又乞tvb簽約。
香港班儍能管理層都on79嘅，同阿爺玩，痴能線。",Discuss
"呢d就係對應之前有一帖話請唔請黃色人士做野。又話請人係睇能力不看政治取向。
請著呢d搞到總公司你話死未",Discuss
同意，做生意咪做生意、搞政治”唉,Discuss
上次佔中有隻乜鳩化粧品都係咁啦，寶壙力都無溫書？,Discuss
內地同胞終於可以發力支援「反送中」,Discuss
幾時到pizzahut,Discuss
感受到香港人開始反文革,Discuss
冷静，係反送中玩野先,Discuss
"D寶礦力以後可以唔洗送中
留港俾班黃X",Discuss
誰叫香港寶礦力自願做馬前卒去送死！,Discuss
以彼之道,Discuss
其實係賓廣力,Discuss
800萬對13億，同錢作對傻的嗎！,Discuss
可能都係set左 自動蛔覆,Discuss
當然， 起碼公關高層會知， 但係唔係香港決策果個都知， 我諗就未必...,Discuss
我做生意都知道，中國人身體最誠實，佢地網上留言，不用太認真。,Discuss
我諗都係嘞！點會有公司為咗香港市場而放棄大陸市場吖。,Discuss
"有乜問題？請人係睇能力，不看政治取向
呢個應該係一間公司，好正常回覆",Discuss
好多王🐕跟車大貼以為赢硬,Discuss
"大快活近四年盈利($億)
2.0
2 05
2.16
1.79
毫無增長仲要開始跌",Discuss
一定要推到炒曬香港班黃人,Discuss
中國應抽起輸港東江水同食糧日用品仲有抽埋中國旅客到香港同有利香港經濟政策,Discuss
大陸承擔不了損失的外滙。而且大陸冇奶粉和疫苗。,Discuss
老细short 左,Discuss
"廣告畫面..
飲幾啖寶礦力,補充電解質,勇武衝擊,大肆破壞,圍攻欺凌,非禮路人............
穿黑衣,揸住寶礦力,就暴徒的標誌 !",Discuss
抵很死 我都吾會飲你,Discuss
"睇番依街除金鋪，藥房外，食市就最多
有乜食肆増長迅速呢？
可有例子？",Discuss
請人唔係睇能力，而睇政治取向，嗰個可能仲short,Discuss
蓬卿見肥佬黎! 外國勢力干預！係就抵制埋美國貨喇。歐美日品牌全部滾，記得持續抵制,Discuss
"罷用左iphone先啦
大陸人乜都係得把口",Discuss
"真無聊，一直有飲的人，會因為呢啲無聊批鬥唔飲嗎？
通常呱呱叫的，係一直都無飲既人",Discuss
知唔L知邊個揸莊呀？寶礦力以為自己好L型，中國市場大定香港市場大呀柒頭？,Discuss
"話語抵制,口中不誠實呵!",Discuss
到時候如果寶礦力跪低，唔知啲人有乜反應,Discuss
不會再買,Discuss
反送中跟港獨有甚麼關係？腦殘真是多.,Discuss
"其實寶礦力唔係隨便飲,真係要劇烈運動流哂大汗先可飲,補充真係流失咗的電解質..
而家做咗暴徒專用飲品標誌咁,著黑衫時更加唔好飲 !",Discuss
"搞TVB,點知搞到自己！寶礦力好野",Discuss
臭名遠揚，七出國際,Discuss
商业根本不应捲入政治立场。 所以他老细short 左。,Discuss
睇死佢係,Discuss
"寶礦力高層因為決策錯誤要辭職. 做生意應該中立, 走去擦班後生仔鞋做咁蠢決定, 證明高層冇料到.",Discuss
自己睇下兄弟公司大家樂嘅盈利同股價，每年keep住基本有六億，今年更有7.2億,Discuss
公關都咁大膽？管理層難辭其咎,Discuss
挾美自重...,Discuss
美國佬插肥佬屁話,Discuss
黎智英在受訪時說，他目前仍然收到死亡威脅。,Discuss
"報導指出，1948年於廣州出生的黎智英12歲時移居香港，1981年創辦佐丹奴時裝連鎖店...
black-list 佐丹奴",Discuss
依家唔使怕啦，有美國佬係佢屁股插咗支旗,Discuss
請接受反中亂港人免费入籍，才是真支持。,Discuss
早就賣咗啦，而且，間嘢都已經做殘咗，都係等時間執笠,Discuss
外國勢力,Discuss
"美國佬真的很大條........
肥佬.......",Discuss
佢愛呀咩連禽,Discuss
漢奸,Discuss
"老美站在香港身後……放毒箭！
還記得毒果最初第一個廣告。",Discuss
應該咁講：...需知道美國站在黎智英身後..........，以D喎。,Discuss
四大邪惡軸心只是地上的小眾,Discuss
美國正為黎智英準備身後事,Discuss
肥佬唔好當港人咁白痴啦，美國只當港人爛頭卒玩九大6，又點會真心真意呀,Discuss
"我要你條漢奸知道,香港人不需要你隻漢奸同美國佬在前後左右",Discuss
漢奸走狗，名乎其實嘅狗娘養的,Discuss
晨早賣左盤啦,Discuss
賣國賊收嗲啦！,Discuss
叙利亞叛軍咪有美國喺佢地身後支持囉，打到自己國家變廢墟，死傷無數，而家到頭來節節敗退，就嚟俾俄叙聯軍收皮，香港廢青係咪想學？,Discuss
當然知道，美國CIA 癲覆能力非同小可！成功洗腦了一批膠青！,Discuss
"黑傳媒賤格契弟腦癌黎係人渣港奸係美國的走狗, 早就不是秘密了, 港奸走狗身後當然有美國主人的身影啊... 乖乖等派美國狗糧吧...",Discuss
賓賓至愛， 送都唔著,Discuss
美國無啦啦會幫香港？食屎大,Discuss
屌那星，黎漢奸條狗命等天收,Discuss
香港人需要知道美國站在他們身後搞風搞雨,Discuss
一早賣左,Discuss
"我查到暴徒基地座標, 請派空軍炸毀  ",Discuss
黃蟲邪教，大篇歪理又想洗人腦，死開啦,Discuss
肥佬黎多謝你 ! 你為香港成立國安法付出很多 !,Discuss
肥佬黎，你俾美國佬企係你身後就好，唔好代表埋我，你代表快必可以啦。肥佬黎記得要張個屎忽訖高啲呀，美國人條腸啱你。,Discuss
"每個被美國""關心""過的地方, 都唔會有好結果",Discuss
毒果報導漢奸肥閪黎勾結外國勢力反中亂港。,Discuss
自從認美作父 從此反中為業,Discuss
當港人醒覺..........再回頭已百年身,Discuss
"咁長篇架😓😓
做show啫，咪就係賣港反中😂😂👎👎",Discuss
香港冇可能唔依賴中國，講都白痴。,Discuss
自古以來漢奸之中最無耻係佢,Discuss
公開替邪惡佢老味招募漢奸嗎？,Discuss
站在他們身後笑你地班呆散傻仔…係又衝唔係又衝，錢已袋好無你地份…,Discuss
"我知道美國佬企係肥佬黎身後伸出楊具塗上KY,,,,,,,",Discuss
讓香港成為一流的城市，減少對中國的經濟依賴,Discuss
第一次見人做漢姦咁明目張膽。😦😦,Discuss
美國佬自己都要跪中國，企香港後面托柒乎？,Discuss
站在身後推你去死，而加擺到明現身要激嬲男屍做不理智行為，激起民鬥。要香港重現文革式互鬥，令社會經濟癱瘓。再燃起新一代無希望的革命思潮，引佢哋去肉石俱焚。泥狗，又係呢招。,Discuss
我吾一个到處殺人開戰的尾帝支持👎👎👎,Discuss
賣國賊,Discuss
"講到出口係美國係背後搞事.
香港人清醒下啦. 唔好再比美國將香港變成第二個敍利亞.",Discuss
係站在身後，然後等機會伸你一腳落路軌,Discuss
白皮豬走狗，可惜你不是白皮,Discuss
我就站你老母身後推車喇，屌你魯母,Discuss
"呢種講法已經係叛國罪, 你問下美國容唔容許有人借中國勢力影響佢地?",Discuss
黎三桂!,Discuss
佢？,Discuss
香港冇利用價值，美國睬你都戇！,Discuss
又騎劫所有香港人,Discuss
"桃，去美國乞錢啫，
肥佬黎近年密密出手。
好窮！？
老美特郎普上位後
冇找數？
乞求老美緩助係前決，
俾錢找數支援最重要",Discuss
美國自己都唔知。你講就係？,Discuss
漢奸，搞亂香港，美國唔係為搞大陸得閒理你香港喇,Discuss
中國要走向世界之巔 路途 荊棘， 考驗中國嘅處事能力 陸續有嚟， 解決問題首先 遇事不要怕事，美國生事嘅目的 系要令競爭對手带来麻煩， 或以此 製造談判優勢， 如何 應對香港嘅問題？ 有人犯法就執法 就係咁簡單,Discuss
